"module name","license","repository"
"@achrinza/node-ipc@9.2.6","MIT","https://github.com/achrinza/node-ipc"
"@ampproject/remapping@2.2.1","Apache-2.0","https://github.com/ampproject/remapping"
"@babel/code-frame@7.12.11","MIT","https://github.com/babel/babel"
"@babel/code-frame@7.23.4","MIT","https://github.com/babel/babel"
"@babel/compat-data@7.21.9","MIT","https://github.com/babel/babel"
"@babel/core@7.21.8","MIT","https://github.com/babel/babel"
"@babel/generator@7.23.4","MIT","https://github.com/babel/babel"
"@babel/helper-annotate-as-pure@7.18.6","MIT","https://github.com/babel/babel"
"@babel/helper-builder-binary-assignment-operator-visitor@7.21.5","MIT","https://github.com/babel/babel"
"@babel/helper-compilation-targets@7.21.5","MIT","https://github.com/babel/babel"
"@babel/helper-create-class-features-plugin@7.21.8","MIT","https://github.com/babel/babel"
"@babel/helper-create-regexp-features-plugin@7.21.8","MIT","https://github.com/babel/babel"
"@babel/helper-define-polyfill-provider@0.3.3","MIT","https://github.com/babel/babel-polyfills"
"@babel/helper-environment-visitor@7.22.20","MIT","https://github.com/babel/babel"
"@babel/helper-function-name@7.23.0","MIT","https://github.com/babel/babel"
"@babel/helper-hoist-variables@7.22.5","MIT","https://github.com/babel/babel"
"@babel/helper-member-expression-to-functions@7.21.5","MIT","https://github.com/babel/babel"
"@babel/helper-module-imports@7.21.4","MIT","https://github.com/babel/babel"
"@babel/helper-module-transforms@7.21.5","MIT","https://github.com/babel/babel"
"@babel/helper-optimise-call-expression@7.18.6","MIT","https://github.com/babel/babel"
"@babel/helper-plugin-utils@7.21.5","MIT","https://github.com/babel/babel"
"@babel/helper-remap-async-to-generator@7.18.9","MIT","https://github.com/babel/babel"
"@babel/helper-replace-supers@7.21.5","MIT","https://github.com/babel/babel"
"@babel/helper-simple-access@7.21.5","MIT","https://github.com/babel/babel"
"@babel/helper-skip-transparent-expression-wrappers@7.20.0","MIT","https://github.com/babel/babel"
"@babel/helper-split-export-declaration@7.22.6","MIT","https://github.com/babel/babel"
"@babel/helper-string-parser@7.23.4","MIT","https://github.com/babel/babel"
"@babel/helper-validator-identifier@7.22.20","MIT","https://github.com/babel/babel"
"@babel/helper-validator-option@7.21.0","MIT","https://github.com/babel/babel"
"@babel/helper-wrap-function@7.20.5","MIT","https://github.com/babel/babel"
"@babel/helpers@7.21.5","MIT","https://github.com/babel/babel"
"@babel/highlight@7.23.4","MIT","https://github.com/babel/babel"
"@babel/parser@7.23.4","MIT","https://github.com/babel/babel"
"@babel/plugin-bugfix-safari-id-destructuring-collision-in-function-expression@7.18.6","MIT","https://github.com/babel/babel"
"@babel/plugin-bugfix-v8-spread-parameters-in-optional-chaining@7.20.7","MIT","https://github.com/babel/babel"
"@babel/plugin-proposal-async-generator-functions@7.20.7","MIT","https://github.com/babel/babel"
"@babel/plugin-proposal-class-properties@7.18.6","MIT","https://github.com/babel/babel"
"@babel/plugin-proposal-class-static-block@7.21.0","MIT","https://github.com/babel/babel"
"@babel/plugin-proposal-decorators@7.21.0","MIT","https://github.com/babel/babel"
"@babel/plugin-proposal-dynamic-import@7.18.6","MIT","https://github.com/babel/babel"
"@babel/plugin-proposal-export-namespace-from@7.18.9","MIT","https://github.com/babel/babel"
"@babel/plugin-proposal-json-strings@7.18.6","MIT","https://github.com/babel/babel"
"@babel/plugin-proposal-logical-assignment-operators@7.20.7","MIT","https://github.com/babel/babel"
"@babel/plugin-proposal-nullish-coalescing-operator@7.18.6","MIT","https://github.com/babel/babel"
"@babel/plugin-proposal-numeric-separator@7.18.6","MIT","https://github.com/babel/babel"
"@babel/plugin-proposal-object-rest-spread@7.20.7","MIT","https://github.com/babel/babel"
"@babel/plugin-proposal-optional-catch-binding@7.18.6","MIT","https://github.com/babel/babel"
"@babel/plugin-proposal-optional-chaining@7.21.0","MIT","https://github.com/babel/babel"
"@babel/plugin-proposal-private-methods@7.18.6","MIT","https://github.com/babel/babel"
"@babel/plugin-proposal-private-property-in-object@7.21.0","MIT","https://github.com/babel/babel"
"@babel/plugin-proposal-unicode-property-regex@7.18.6","MIT","https://github.com/babel/babel"
"@babel/plugin-syntax-async-generators@7.8.4","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-syntax-async-generators"
"@babel/plugin-syntax-bigint@7.8.3","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-syntax-bigint"
"@babel/plugin-syntax-class-properties@7.12.13","MIT","https://github.com/babel/babel"
"@babel/plugin-syntax-class-static-block@7.14.5","MIT","https://github.com/babel/babel"
"@babel/plugin-syntax-decorators@7.21.0","MIT","https://github.com/babel/babel"
"@babel/plugin-syntax-dynamic-import@7.8.3","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-syntax-dynamic-import"
"@babel/plugin-syntax-export-namespace-from@7.8.3","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-syntax-export-namespace-from"
"@babel/plugin-syntax-import-assertions@7.20.0","MIT","https://github.com/babel/babel"
"@babel/plugin-syntax-import-meta@7.10.4","MIT","https://github.com/babel/babel"
"@babel/plugin-syntax-json-strings@7.8.3","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-syntax-json-strings"
"@babel/plugin-syntax-jsx@7.21.4","MIT","https://github.com/babel/babel"
"@babel/plugin-syntax-logical-assignment-operators@7.10.4","MIT","https://github.com/babel/babel"
"@babel/plugin-syntax-nullish-coalescing-operator@7.8.3","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-syntax-nullish-coalescing-operator"
"@babel/plugin-syntax-numeric-separator@7.10.4","MIT","https://github.com/babel/babel"
"@babel/plugin-syntax-object-rest-spread@7.8.3","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-syntax-object-rest-spread"
"@babel/plugin-syntax-optional-catch-binding@7.8.3","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-syntax-optional-catch-binding"
"@babel/plugin-syntax-optional-chaining@7.8.3","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-syntax-optional-chaining"
"@babel/plugin-syntax-private-property-in-object@7.14.5","MIT","https://github.com/babel/babel"
"@babel/plugin-syntax-top-level-await@7.14.5","MIT","https://github.com/babel/babel"
"@babel/plugin-syntax-typescript@7.21.4","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-arrow-functions@7.21.5","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-async-to-generator@7.20.7","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-block-scoped-functions@7.18.6","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-block-scoping@7.21.0","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-classes@7.21.0","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-computed-properties@7.21.5","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-destructuring@7.21.3","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-dotall-regex@7.18.6","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-duplicate-keys@7.18.9","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-exponentiation-operator@7.18.6","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-for-of@7.21.5","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-function-name@7.18.9","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-literals@7.18.9","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-member-expression-literals@7.18.6","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-modules-amd@7.20.11","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-modules-commonjs@7.21.5","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-modules-systemjs@7.20.11","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-modules-umd@7.18.6","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-named-capturing-groups-regex@7.20.5","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-new-target@7.18.6","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-object-super@7.18.6","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-parameters@7.21.3","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-property-literals@7.18.6","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-regenerator@7.21.5","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-reserved-words@7.18.6","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-runtime@7.21.4","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-shorthand-properties@7.18.6","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-spread@7.20.7","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-sticky-regex@7.18.6","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-template-literals@7.18.9","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-typeof-symbol@7.18.9","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-unicode-escapes@7.21.5","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-unicode-regex@7.18.6","MIT","https://github.com/babel/babel"
"@babel/preset-env@7.21.5","MIT","https://github.com/babel/babel"
"@babel/preset-modules@0.1.5","MIT","https://github.com/babel/preset-modules"
"@babel/regjsgen@0.8.0","MIT","https://github.com/bnjmnt4n/regjsgen"
"@babel/runtime@7.21.5","MIT","https://github.com/babel/babel"
"@babel/template@7.22.15","MIT","https://github.com/babel/babel"
"@babel/traverse@7.23.4","MIT","https://github.com/babel/babel"
"@babel/types@7.23.4","MIT","https://github.com/babel/babel"
"@bcoe/v8-coverage@0.2.3","MIT","https://github.com/demurgos/v8-coverage"
"@discoveryjs/json-ext@0.5.7","MIT","https://github.com/discoveryjs/json-ext"
"@eslint-community/eslint-utils@4.4.0","MIT","https://github.com/eslint-community/eslint-utils"
"@eslint-community/regexpp@4.5.1","MIT","https://github.com/eslint-community/regexpp"
"@eslint/eslintrc@0.4.3","MIT","https://github.com/eslint/eslintrc"
"@hapi/hoek@9.3.0","BSD-3-Clause","https://github.com/hapijs/hoek"
"@hapi/topo@5.1.0","BSD-3-Clause","https://github.com/hapijs/topo"
"@humanwhocodes/config-array@0.5.0","Apache-2.0","https://github.com/humanwhocodes/config-array"
"@humanwhocodes/object-schema@1.2.1","BSD-3-Clause","https://github.com/humanwhocodes/object-schema"
"@istanbuljs/load-nyc-config@1.1.0","ISC","https://github.com/istanbuljs/load-nyc-config"
"@istanbuljs/schema@0.1.3","MIT","https://github.com/istanbuljs/schema"
"@jest/console@27.5.1","MIT","https://github.com/facebook/jest"
"@jest/console@28.1.3","MIT","https://github.com/facebook/jest"
"@jest/core@27.5.1","MIT","https://github.com/facebook/jest"
"@jest/environment@27.5.1","MIT","https://github.com/facebook/jest"
"@jest/fake-timers@27.5.1","MIT","https://github.com/facebook/jest"
"@jest/globals@27.5.1","MIT","https://github.com/facebook/jest"
"@jest/reporters@27.5.1","MIT","https://github.com/facebook/jest"
"@jest/schemas@28.1.3","MIT","https://github.com/facebook/jest"
"@jest/source-map@27.5.1","MIT","https://github.com/facebook/jest"
"@jest/test-result@27.5.1","MIT","https://github.com/facebook/jest"
"@jest/test-result@28.1.3","MIT","https://github.com/facebook/jest"
"@jest/test-sequencer@27.5.1","MIT","https://github.com/facebook/jest"
"@jest/transform@27.5.1","MIT","https://github.com/facebook/jest"
"@jest/types@27.5.1","MIT","https://github.com/facebook/jest"
"@jest/types@28.1.3","MIT","https://github.com/facebook/jest"
"@jridgewell/gen-mapping@0.3.3","MIT","https://github.com/jridgewell/gen-mapping"
"@jridgewell/resolve-uri@3.1.0","MIT","https://github.com/jridgewell/resolve-uri"
"@jridgewell/set-array@1.1.2","MIT","https://github.com/jridgewell/set-array"
"@jridgewell/source-map@0.3.3","MIT","https://github.com/jridgewell/source-map"
"@jridgewell/sourcemap-codec@1.4.14","MIT","https://github.com/jridgewell/sourcemap-codec"
"@jridgewell/sourcemap-codec@1.4.15","MIT","https://github.com/jridgewell/sourcemap-codec"
"@jridgewell/trace-mapping@0.3.18","MIT","https://github.com/jridgewell/trace-mapping"
"@leichtgewicht/ip-codec@2.0.4","MIT","https://github.com/martinheidegger/ip-codec"
"@mdi/font@7.4.47","Apache-2.0","https://github.com/Templarian/MaterialDesign-Webfont"
"@node-ipc/js-queue@2.0.3","MIT","https://github.com/node-ipc/js-queue"
"@nodelib/fs.scandir@2.1.5","MIT","https://github.com/nodelib/nodelib/tree/master/packages/fs/fs.scandir"
"@nodelib/fs.stat@2.0.5","MIT","https://github.com/nodelib/nodelib/tree/master/packages/fs/fs.stat"
"@nodelib/fs.walk@1.2.8","MIT","https://github.com/nodelib/nodelib/tree/master/packages/fs/fs.walk"
"@polka/url@1.0.0-next.21","MIT","https://github.com/lukeed/polka"
"@popperjs/core@2.11.8","MIT","https://github.com/popperjs/popper-core"
"@selderee/plugin-htmlparser2@0.11.0","MIT","https://github.com/mxxii/selderee"
"@sideway/address@4.1.4","BSD-3-Clause","https://github.com/sideway/address"
"@sideway/formula@3.0.1","BSD-3-Clause","https://github.com/sideway/formula"
"@sideway/pinpoint@2.0.0","BSD-3-Clause","https://github.com/sideway/pinpoint"
"@sinclair/typebox@0.24.51","MIT","https://github.com/sinclairzx81/typebox"
"@sinonjs/commons@1.8.6","BSD-3-Clause","https://github.com/sinonjs/commons"
"@sinonjs/fake-timers@8.1.0","BSD-3-Clause","https://github.com/sinonjs/fake-timers"
"@soda/friendly-errors-webpack-plugin@1.8.1","MIT","https://github.com/sodatea/friendly-errors-webpack-plugin"
"@soda/get-current-script@1.0.2","MIT","https://github.com/sodatea/get-current-script"
"@tootallnate/once@1.1.2","MIT","https://github.com/TooTallNate/once"
"@trysound/sax@0.2.0","ISC","https://github.com/svg/sax"
"@types/babel__core@7.20.0","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/babel__generator@7.6.4","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/babel__template@7.4.1","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/babel__traverse@7.18.5","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/body-parser@1.19.2","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/bonjour@3.5.10","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/connect-history-api-fallback@1.5.0","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/connect@3.4.35","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/eslint-scope@3.7.4","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/eslint@8.40.0","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/estree@1.0.1","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/express-serve-static-core@4.17.35","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/express@4.17.17","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/graceful-fs@4.1.6","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/html-minifier-terser@6.1.0","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/html-to-text@9.0.4","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/http-proxy@1.17.11","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/istanbul-lib-coverage@2.0.4","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/istanbul-lib-report@3.0.0","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/istanbul-reports@3.0.1","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/jest@27.5.2","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/json-schema@7.0.11","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/lodash@4.14.198","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/mime@1.3.2","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/minimist@1.2.2","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/node@20.2.3","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/normalize-package-data@2.4.1","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/parse-json@4.0.0","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/prettier@2.7.2","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/qs@6.9.7","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/range-parser@1.2.4","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/retry@0.12.0","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/semver@7.5.0","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/send@0.17.1","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/serve-index@1.9.1","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/serve-static@1.15.1","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/sockjs@0.3.33","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/stack-utils@2.0.1","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/strip-bom@3.0.0","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/strip-json-comments@0.0.30","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/webpack-env@1.18.0","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/ws@8.5.4","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/yargs-parser@21.0.0","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/yargs@16.0.5","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/yargs@17.0.24","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@typescript-eslint/eslint-plugin@5.59.7","MIT","https://github.com/typescript-eslint/typescript-eslint"
"@typescript-eslint/parser@5.59.7","BSD-2-Clause","https://github.com/typescript-eslint/typescript-eslint"
"@typescript-eslint/scope-manager@5.59.7","MIT","https://github.com/typescript-eslint/typescript-eslint"
"@typescript-eslint/type-utils@5.59.7","MIT","https://github.com/typescript-eslint/typescript-eslint"
"@typescript-eslint/types@5.59.7","MIT","https://github.com/typescript-eslint/typescript-eslint"
"@typescript-eslint/typescript-estree@5.59.7","BSD-2-Clause","https://github.com/typescript-eslint/typescript-eslint"
"@typescript-eslint/utils@5.59.7","MIT","https://github.com/typescript-eslint/typescript-eslint"
"@typescript-eslint/visitor-keys@5.59.7","MIT","https://github.com/typescript-eslint/typescript-eslint"
"@vue/babel-helper-vue-jsx-merge-props@1.4.0","MIT","https://github.com/vuejs/jsx/tree/master/packages/babel-helper-vue-jsx-merge-props"
"@vue/babel-helper-vue-transform-on@1.0.2","MIT",""
"@vue/babel-plugin-jsx@1.1.1","MIT","https://github.com/vuejs/jsx-next"
"@vue/babel-plugin-transform-vue-jsx@1.4.0","MIT","https://github.com/vuejs/jsx/tree/master/packages/babel-plugin-transform-vue-jsx"
"@vue/babel-preset-app@5.0.8","MIT","https://github.com/vuejs/vue-cli"
"@vue/babel-preset-jsx@1.4.0","MIT","https://github.com/vuejs/jsx/tree/master/packages/babel-preset-jsx"
"@vue/babel-sugar-composition-api-inject-h@1.4.0","MIT","https://github.com/vuejs/jsx/tree/master/packages/babel-sugar-composition-api-inject-h"
"@vue/babel-sugar-composition-api-render-instance@1.4.0","MIT","https://github.com/vuejs/jsx/tree/master/packages/babel-sugar-composition-api-render-instance"
"@vue/babel-sugar-functional-vue@1.4.0","MIT","https://github.com/vuejs/jsx/tree/master/packages/babel-sugar-functional-vue"
"@vue/babel-sugar-inject-h@1.4.0","MIT","https://github.com/vuejs/jsx/tree/master/packages/babel-sugar-inject-h"
"@vue/babel-sugar-v-model@1.4.0","MIT","https://github.com/vuejs/jsx/tree/master/packages/babel-sugar-v-model"
"@vue/babel-sugar-v-on@1.4.0","MIT","https://github.com/vuejs/jsx/tree/master/packages/babel-sugar-v-on"
"@vue/cli-overlay@5.0.8","MIT","https://github.com/vuejs/vue-cli"
"@vue/cli-plugin-babel@5.0.8","MIT","https://github.com/vuejs/vue-cli"
"@vue/cli-plugin-eslint@5.0.8","MIT","https://github.com/vuejs/vue-cli"
"@vue/cli-plugin-router@5.0.8","MIT","https://github.com/vuejs/vue-cli"
"@vue/cli-plugin-typescript@5.0.8","MIT","https://github.com/vuejs/vue-cli"
"@vue/cli-plugin-unit-jest@5.0.8","MIT","https://github.com/vuejs/vue-cli"
"@vue/cli-plugin-vuex@5.0.8","MIT","https://github.com/vuejs/vue-cli"
"@vue/cli-service@5.0.8","MIT","https://github.com/vuejs/vue-cli"
"@vue/cli-shared-utils@5.0.8","MIT","https://github.com/vuejs/vue-cli"
